2023.08.29.,"새만금 기본계획 전면 재검토 방침에…전북도 ""상황 파악 중""","정부가 새만금 간척지를 제대로 활용할 수 있도록 '새만금 기본계획(MP)'을 다시 세우기로 한 것으로 29일 알려지면서 전북도가 향후 미칠 파장을 분석하는 데 골몰하고 있다. 여권에 따르면 한덕수 국무총리는 이날 새만금 기반시설(SOC) 건설사업이 확실한 경제적 효과를 올리려면 명확하게 목표를 재설정할 필요가 있다고 보고 국토교통부와 새만금개발청 등에 기본계획 재수립을 지시했다. 새만금 기본계획은 SOC뿐만 아니라 매립지 전체 사업 내용을 아우르는 표준 방침이어서 변경 범위에 따라 향후 개발 방향이 달라질 수 있다. 전북도는 이와 관련해 현재까지 파악된 내용은 없다면서도 당혹스러운 입장을 숨기지는 못했다. 세계스카우트 잼버리 파행 이후 정치권을 중심으로 새만금 사업 적정성 논란이 불거진 데다, SOC 관련 국가예산마저 대폭 삭감되면서 30년 넘게 끌어온 사업이 재차 표류하는 게 아니냐는 우려가 제기된 터였다. 유영욱 도 대변인은 ""관련 상황을 더 파악해봐야겠지만, 현재까지 기본계획 변경 방침에 따른 손익을 따질 단계는 아니라고 본다""면서도 ""일단 새만금 개발을 무산시키려는 어떠한 시도에도 단호하게 대응하겠다는 것이 전북의 기본 입장""이라고 했다. 최재용 도 새만금해양수산국장은 ""최근 새만금개발청에 기본계획 수립을 위한 예산이 추가로 배정된 것으로 안다""며 ""정부 예산안 등 새만금을 둘러싼 여러 상황에 비춰볼 때 기본계획 변경이 전북도 입장에서 유리하게 작용하지는 않을 것으로 보고 있다""고말했다. ",사회,7
2023.08.29.,"영국 외무장관 내일 방중…중국 ""관심사항 교류할 것""(종합2보)","(베이징·런던=연합뉴스) 한종구 최윤정 특파원 = 제임스 클레벌리 영국 외무부 장관이 30일 중국을 방문한다. 왕원빈 중국 외교부 대변인은 29일 정례브리핑에서 ""클레벌리 장관이 왕이 공산당 정치국 위원 겸 외교부장의 초청으로 중국을 공식 방문한다""고 밝혔다. 왕 대변인은 ""중국과 영국은 유엔 안보리 상임이사국이자 세계 주요 경제국으로서, 세계 평화와 안정적 발전을 촉진해야 한다는 책임을 지고 있다""며 ""양국 관계를 잘 유지·발전시키는 것은 양국 인민의 공동이익에 부합한다""고 말했다. 이어 ""양측은 양국 관계와 공동 관심사인 국제·지역 문제에 대해 깊이 있게 소통할 것""이라며 ""영국이 상호존중의 정신으로 깊이 있는 교류를 하고 이해를 높여 양국 관계의 안정적인 발전을 촉진하기를 바란다""고 덧붙였다. 클레벌리 장관은 당초 지난달 중국을 방문할 계획이었으나, 친강 중국 외교부장이 갑자기 경질되면서 방문 일정이 지연된 것으로 알려졌다. 영국 외무부는 이날 발표한 성명에서 클레벌리 장관이 중국을 방문해서 사이버·국제 안보, 인권 등을 포함해서 영국의 국익을 추구하고 기후변화 등 세계적 문제에 대응하기 위해 협력할 것이라고 말했다. 클레벌리 장관은 성명에서 ""여러 이슈에서 중국과의 관계를 관리하는 것이 중요하다""며 ""기후변화부터 전염병 예방까지, 경제 불안부터 핵확산까지 세계 중요한 문제를 중국 없이 풀 수는 없다""고 말했다. 그는 ""중국의 규모, 역사, 세계적 의미를 볼 때 중국을 무시할 수 없지만 세계 무대에선 책임도 따른다""며 ""이는 약속과 의무를 지키는 것을 의미한다""고 말했다. 외무부는 클레벌리 장관이 중국이 국제 안보와 관련해서 우크라이나 전쟁 중단, 남중국해 긴장 완화, 사이버 공간 악의적 활동 중지를 도울 책임이 있다고 말할 것이라고 밝혔다. 로이터통신은 클레벌리 장관이 4월 부활절 연례 연설에서 세계 두 번째로 큰 경제국가를 고립시키려는 것은 실수라고 말했다고 전했다. 영국 고위 관료의 중국 방문은 5년 만에 처음으로, 2018년 제러미 헌트 전 외무장관이 마지막이다. 영국과 중국 외교 관계는 보리스 존슨과 리즈 트러스 전 총리 시절에 바닥을 찍었다. 영국이 국가 안보 우려를 들어 중국 화웨이의 영국 5G 네트워크 투자를 막고 홍콩 국가보안법과 신장 위구르 인권에 목소리를 내면서 양국 관계는 악화 일로를 걸었다. 그러나 작년 10월 리시 수낵 총리가 취임한 후로는 영국이 중국을 향해 유화적인 제스처를 보내고 있다. 트러스 전 총리는 중국을 '국가 안보 위협'으로 규정하려고 했으나 수낵 총리는 '시스템적 도전'으로 수위를 조절했다. 로이터통신은 이번 방문을 양국 관계 정상화의 신호라고 풀이하고, 영국 정부가 안보 위협을 무력화하면서도 무역·기후변화 등에선 협력을 강화하는 복잡한 균형을 유지하려고 한다고 말했다. 가디언지는 클레벌리 장관이 러시아 군사적 지원 등에 관해 문제를 제기할 예정이지만 결국 의도는 정치적 대화 재개로 중국과의 무역을 되살리려는 것이라고 해석했다. 수낵 총리의 대변인은 다음 달 주요 20개국(G20) 정상회의에서 수낵 총리가 시진핑 중국 국가주석과 만나기를 희망하느냐는 질문에 가능성을 열어두는 답을 했다. 대변인은 ""관계자들이 아직 수낵 총리의 미팅을 주선하는 중""이라면서도 ""우리의 가치를 지키고 이익을 보호하면서 중국과 관계를 맺는 것이 중요하다""고 말했다. 수낵 총리는 소속 보수당내 강경파 의원들로부터 중국에 강경한 입장을 취하라는 압박을 받고 있다.  ",세계,2
2023.08.29.,"이탈리아, 5층 발코니서 추락한 4살 아이 받아낸 은행원 화제","(로마=연합뉴스) 신창용 특파원 = 이탈리아 토리노의 한 아파트 5층 발코니에서 추락하는 네 살배기 여아를 기적적으로 구해낸 37세 은행원이 현지에서 시민 영웅으로 떠올랐다. 29일(현지시간) 일간지 '코리에레 델라 세라'에 따르면 마티아 아구치씨는 토요일인 지난 26일 오전 11시께 여자친구와 함께 토리노 중심가에 있는 빵 가게로 걸어가던 중 절박한 비명을 들었다. 고개를 들어 위쪽을 보니 어린아이가 아파트 5층 발코니 위로 조금씩 기어 올라가는 모습이 보였고, 맞은편 건물에서 그 장면을 보고 누군가가 비명을 지르고 있었다. 아구치씨는 아이에게 가만히 있으라고, 내려가라고 소리쳤지만, 소용이 없었다. 여자친구는 아이의 부모에게 알리기 위해 아파트에 있는 모든 초인종을 눌렀지만, 한시가 급해 보였다. 아이는 결국 추락했고 궤적을 머릿속으로 그린 뒤 아래에 서 있던 아구치씨는 추락하는 아이를 기적적으로 받아냈다. 그는 ""난 그 찰나의 순간에 눈을 감고 모든 것이 잘되길 바랐다""며 ""난 두 손이 아닌 가슴으로 아이를 받아냈다. 우리 둘 다 바닥에 쓰러졌다""고 말했다. 그는 ""처음에는 충격이 너무 강해서 숨을 쉴 수가 없었다""며 ""아이가 살아있는지 알 수 없었는데, 곧 아이가 울기 시작했고, 그때야 안도의 한숨을 내쉬었다""고 덧붙였다. 아이의 부모는 무슨 일이 일어났는지 뒤늦게 깨닫고 황급하게 거리로 나왔다. 부모는 아이의 상태가 괜찮은 걸 확인한 뒤, 놀란 가슴을 쓸어내렸다. 아구치씨는 ""난 운명을 믿지 않지만, 사촌이 빵을 사달라고 전화하지 않았다면 그곳을 지나치지 않았을 것이며 아이가 위험하다는 걸 알려준 그 사람이 없었다면 알아차리지 못했을 것""이라고 말했다. 아구치씨는 사고 이틀 뒤 병문안을 가 아이를 만났다. 그는 ""아이의 웃는 모습과 건강한 모습을 보니 안심이 됐다""고 말했다. 아이는 다친 곳은 없지만 당시 사고로 정신적인 충격을 받아 현재 병원에서 안정을 취하고 있다. 해당 소식이 화제가 되면서 아구치씨는 하루아침에 시민 영웅으로 떠올랐다. 스테파노 로 루소 토리노 시장과 카밀라 라우레티 유럽의회 의원은 국가 훈장을 수여해야 한다고 정부에 촉구했다. 조르자 멜로니 총리는 지난 27일 엑스(X·옛 트위터)에 ""토리노의 건물 5층 발코니에서 추락한 어린 여자아이의 이야기는 자칫 비극으로 이어질 수 있었다""며 ""하지만 소녀의 추락을 목격하고 재빠르게 대처한 마티아 아구치씨 덕분에 소녀는 목숨을 구할 수 있었다. 이 젊은 영웅에게 큰 존경과 감사를 표한다""고 썼다. 그러나 아구치씨는 ""난 영웅이 아니다. 나는 우연히 그곳에 있었을 뿐""이라고 겸손하게 말했다. 그는 ""어쨌든 이제 사람들은 내게 더 이상 살을 빼라고 말하지 않을 테니 내게도 잘된 일""이라고 웃으며 말했다. ",세계,30
2023.08.29.,'1천400억 분식회계' 이상영 대우산업개발 회장 구속,"1천억대 분식회계와 수백억대 횡령·배임 혐의를 받는 대우산업개발 이상영 회장과 한재준 전 대표이사가 29일 검찰에 구속됐다. 서울중앙지법 유창훈 영장전담 부장판사는 이날 이 회장과 한 전 대표에 대한 구속 전 피의자 심문(영장심사)을 한 뒤 ""증거인멸의 염려가 있다""며 구속영장을 발부했다. 이들은 2016년∼2021년 대손충당금을 과소계상 하는 방식으로 재무제표를 허위로 작성하고 공시해 1천430억원 상당의 분식회계를 저지른 혐의(외부감사법 위반)를 받는다. 2018년 5월부터 지난해 7월까지 허위 재무제표를 바탕으로 금융기관 7곳에서 합계 470억원을 대출받아 챙긴 혐의(특정경제범죄가중처벌법상 사기)도 있다. 2013년부터 지난해까지 약 10년 동안 회사 자금 140억원을 사적인 용도로 사용하고 회사에 518억원의 손해를 끼친 혐의(특경법상 횡령·배임)도 적용됐다. 이와 함께 한 전 대표는 122억의 회삿돈을 착복하고 31억원의 손해를 끼친 혐의를, 이 회장은 한 전 대표와 사이가 틀어진 지난해 9월 한 전 대표의 명의를 도용해 대표이사직에서 물러나는 내용의 문서를 위조·행사한 혐의를 각각 받고 있다. 경찰은 지난 1월말 두 사람에 대한 구속영장을 신청했지만 법원에서 기각됐다. 사건을 넘겨받은 검찰은 보완 수사 과정에서 수백억원 규모의 분식회계 정황 등을 추가로 파악, 지난 24일 이들에 대한 구속영장을 재청구했다. 이 회장은 경찰 수사가 본격화하자 당시 강원경찰청에 근무하던 김모 경무관에게 수사 무마를 대가로 3억원을 건네기로 약속하고 1억2천만원을 실제 건넨 혐의로 고위공직자범죄수사처 수사도 받고 있다. ",사회,4
2023.08.29.,"여자축구 현대제철, 정규리그 최종전서 1위 도약…11연패 달성(종합)","김동찬 기자 = 여자 실업축구 WK리그 통합 우승 11연패에 도전하는 인천 현대제철이 정규리그 마지막 경기에서 극적으로 1위를 차지했다. 현대제철은 29일 인천 남동아시아드 경기장에서 열린 현대제철 2023 WK리그 21라운드 서울시청과 경기에서 6-0으로 크게 이겼다. 이날 경기 전까지 승점 39로 3위였던 현대제철은 13승 3무 5패, 승점 42를 기록해 1위로 정규리그를 마쳤다. 1, 2위였던 화천 KSPO와 수원FC 위민의 맞대결에서 두 팀이 2-2 무승부로 경기를 마쳐 KSPO는 승점 41(12승 5무 4패), 수원FC 위민은 승점 40(12승 4무 5패)이 됐다. 현대제철은 정설빈과 장슬기가 2골씩 몰아치며 서울시청에 6골 차 대승을 거뒀다. 현대제철은 2013년부터 올해까지 11년 연속 정규리그 1위를 놓치지 않았다. 2010년 정규리그 1위를 포함해 통산 12번째 정규리그 우승이다. 또 올해 챔피언결정전에서 승리하면 11년 연속 통합 우승을 달성하게 된다. 여자축구 WK리그 2023시즌 정규리그는 9월 3일 세종 스포츠토토와 창녕WFC의 경기로 막을 내린다. 이후 11월에 정규리그 2위와 3위인 KSPO와 수원FC 위민이 단판 승부로 플레이오프를 치르고, 이긴 팀이 정규리그 1위로 챔피언결정전에 직행한 현대제철과 홈 앤드 어웨이 방식으로 우승팀을 정한다. 수원FC 위민 문미라는 이날 2골을 넣어 12골로 득점 1위를 달리고 있다. 9월 3일 정규리그 최종전을 치르는 힐다 마가이아(스포츠토토)가 9골로 2위다. [29일 전적] 인천 현대제철 6(1-0 5-0)0 서울시청 △ 득점= 장슬기(전47분·후11분) 정설빈(후3분·후5분) 손화연(후10분) 최유리(후41분·이상 현대제철)경주한국수력원자력 2(1-1 1-1)2 문경 상무 △ 득점= 노진영(전39분·자책골) 최다경(전44분) 권하늘(후50분·이상 상무) 이소담(후6분·한국수력원자력)수원FC 위민 2(2-1 0-1)2 화천 KSPO △ 득점= 문은주(전23분) 이수빈(후23분·이상 KSPO) 문미라(전27분·전44분·수원FC 위민) ",스포츠,40
2023.08.29.,"외교2차관, 항저우 아시안게임 참여 한국민 안전 협조 당부",(서울=연합뉴스) 외교부는 중국을 방문한 오영주 외교부 2차관이 29일 덩리 중국 외교부 영사담당 부부장을 만나 항저우 아시안게임에 참가하는 한국인 안전 문제 등 영사 현안을 논의했다고 밝혔다. 사진은 덩리 부부장과 인사하는 오 차관. 2023.8.29 [외교부 제공. 재판매 및 DB 금지] ,정치,0
2023.08.29.,러시아서 보안당국 소속 헬기 추락…3명 사망,"(모스크바=연합뉴스) 최인영 특파원 = 러시아 우랄산맥 인근 첼랴빈스크에 29일(현지시간) 연방보안국(FSB) 소속 헬기 1대가 추락해 승무원 3명 전원이 사망했다. 러시아 구조 당국은 스푸트니크 통신 등 현지 언론에 Mi-8 헬기 1대가 첼랴빈스크주 프루드니 마을 인근 숲에 추락했다고 밝혔다. 알렉세이 텍슬레르 첼랴빈스크 주지사는 텔레그램에서 추락 헬기가 FSB 소속이라고 설명했다. 또 추락 인근 지역의 주민과 건물이 피해를 보지는 않았다고 덧붙였다. 러시아 항공 당국은 타스 통신에 추락 헬기가 훈련 비행을 하고 있었다고 전했다. 항공 당국은 당초 이 헬기에 탑승한 4명이 모두 사망했다고 밝혔지만, 이후 사고 현장에서 시신 3구가 발견돼 모두 수습됐다는 보도가 나왔다. ",세계,1
2023.08.29.,"복지부 ""비대면진료 지침 중 재진 기준·초진 허용지역 보완""","정부가 시범사업으로 시행 중인 비대면진료의 지침을 보완하기로 했다. 보건복지부는 29일 서울 서초구 국제전자센터에서 한국환자단체연합회, 대한의사협회, 대한병원협회, 대한한의사협회, 대한간호협회, 대한약사회, 한국디지털헬스산업협회, 원격의료산업협의회 등이 참석한 가운데 '비대면진료 시범사업 자문단' 회의를 열었다. 이 자리에서 복지부는 비대면진료 허용 대상인 '재진'의 기준과 관련해 만성질환은 강화하고 그 외 질환은 완화하는 한편 초진 허용 지역은 일부 넓히겠다고 밝혔다. 현행 지침상 비대면진료가 허용되는 재진환자는 고혈압, 당뇨병 등 만성질환자의 해당 의료기관에서 해당 질환에 대해 1년 이내 1회 이상 대면진료 경험이 있는 경우다. 만성질환 외 질환은 마찬가지로 해당 의료기관에서 해당 질환에 대해 30일 이내 대면진료 경험이 있어야 재진으로 인정한다. 복지부는 이와 관련해 ""의약계에서는 만성질환의 비대면 진료 기준이 길다는 의견이 있었고, 국민들은 만성질환 외의 질환의 재진기간 기준이 짧아서 비대면 진료 이용에 어려움을 겪는다는 의견이 있었다""며 ""조속한 시일 내에 개선 방안을 마련하겠다""고 밝혔다. 아울러 복지부는 ""예외적으로 섬·벽지 지역 거주자에 대해 초진 비대면진료를 허용하고 있으나 대상 지역의 범위가 협소해 섬·벽지가 아니나 의료기관이 부족한 지역 환자들이 불편을 호소하는 경우가 많았다""며 관련 지침을 개선하겠다고 설명했다. 복지부는 처방 제한 필요 의약품에 대해서도 해외사례와 안전성에 대한 객관적 근거, 약학 전문가 의견 등을 추가로 검토해 조정하기로 했다. 복지부는 지난 6월1일부터 비대면진료 시범사업을 실시하면서 석달간을 계도기간으로 정했다. 계도기간이 오는 31일 종료됨에 따라 내달부터 위반 사례를 제재할 계획이다. 복지부는 ""계도기간 동안 일부 의료기관에서 마약류 및 오·남용 의약품 처방과 처방제한 일수(90일)를 초과해 처방한 경우 등 시범사업 지침이 준수되지 않는 사례가 있었다""고 지적했다. 그러면서 ""앞으로 시범사업 지침을 위반할 경우 급여 청구액 삭감, 사후관리를 통한 환수 등 제재를 할 예정""이라며 ""의료법, 약사법 위반에 해당할 경우 행정처분 등이 이뤄질 수 있어 의료기관 등의 주의가 필요하다""고 강조했다. 복지부는 내달부터 불법비대면진료 신고센터를 운영해 복지부 상담센터(129)에서 환자나 의사, 약사가 지침을 준수하지 않는 사례에 대해 신고를 받는다. ",사회,3
2023.08.29.,"관객 사이로 뛰어든 라우브…""헬로 서울, 오늘 큰 사랑 느꼈죠""","이태수 기자 = '아이 우든트 마인드 이프 유 스틸 더 쇼∼'(I wouldn't mind If you steal the show) 29일 오후 서울 송파구 올림픽공원 KSPO돔(체조경기장)에서는 감미로운 목소리와 함께 떼창이 울려 퍼졌다. 올해 상반기 큰 인기를 누린 애니메이션 영화 '엘리멘탈'에서 앰버(불)와 웨이드(물)가 서로를 향해 마음을 열듯, 무대의 주인공과 관객은 한목소리가 됐다. 가을의 문턱, 궂은 비 때문에 쌀쌀했던 공기마저 따뜻하게 데워지는 듯했다. 피아노를 치며 노래하는 가수의 곁에서는 어느 커플이 프러포즈 이벤트도 진행해 로맨틱한 분위기를 더했다. 바로 팝스타 라우브(Lauv)의 첫 내한 단독 콘서트에서다. 라우브는 '패리스 인 더 레인'(Paris in the Rain), '올 포 나싱'(All 4 Nothing) 등으로 국내에도 잘 알려진 팝스타다. 특히 '엘리멘탈'이 흥행하면서 그가 부른 OST '스틸 더 쇼'(Steal The Show) 역시 국내에서 큰 인기를 끌었다. 이 노래는 쟁쟁한 K팝 스타를 제치고 국내 최대 음원 플랫폼 멜론의 '톱 100' 차트에서 상위 10위 안에 이름을 올렸다. 라우브는 2019년 서울재즈페스티벌과 지난해 음악 축제 '슬로우 라이프 슬로우 라이브' 출연자로 내한한 적이 있다. 특히 '후'(Who)로 그룹 방탄소년단(BTS)과 협업하기도 했다. 라우브는 ""헬로, 서울!""이라고 관객에게 인사하고서 ""오늘 밤 여기 있어 줘서 정말 고맙다. 여기는 매우 멋지다""고 소감을 말했다. 그는 ""여러분께 재미있는 노래를 들려줘도 될까요?""라며 ""여러분들이 얼마나 크게 소리를 낼 수 있는지 지켜보겠다""고 했다. 이날 공연이 열린 KSPO돔은 라우브의 인기를 증명하듯 전석 매진돼 스탠딩석과 좌석까지 약 1만5천명의 관객으로 꽉 찼다.  라우브는 '러브 유 라이크 댓'(Love U Like That)으로 공연의 포문을 연 뒤 '패리스 인 더 레인', '패러노이드'(Paranoid), '아임 소 타이어드'(I'm So Tired) 등 익숙한 노래를 잇따라 들려줬다. 특유의 서정적인 목소리를 앞세워 장내를 알록달록한 자신만의 감성으로 물들여나갔다. 푸른색 재킷과 검은색 바지로 멋을 낸 그는 특수효과나 무대 장치를 통한 볼거리보다는 노래와 음색 자체를 들려주는 데 집중했다. 히트곡 '패리스 인 더 레인' 전주가 나오자 장내가 떠나갈 듯한 함성이 터져 나왔고, 관객들은 후렴구를 떼창으로 따라 불렀다. 라우브는 이를 보고 흥에 겨워 양팔을 벌리기도 하고, 객석을 향해 손을 흔들어주는가 하면, 무대를 좌우로 오갔다. 그가 객석을 향해 팔을 흔들자 1만5천 관객이 일제히 박자에 맞춰 손을 높이 들고 흔드는 장관이 펼쳐졌다. 라우브는 약 80분에 걸친 공연에서 사랑과 힐링의 메시지를 전하는 데 힘을 쏟았다. 공연이 시작되기 직전에는 '나는 여러분을 위해 여기 있어요. 여러분 사랑해요'(I'm here for you, I love you)라는 메시지가 LED 전광판에 나왔다. 그는 '드럭스 & 디 인터넷'(Drugs & The Internet)을 부르기 전에는 ""내 커리어가 정체됐던 시기에 대한 곡을 썼다""며 ""이때 나는 SNS 숫자, '좋아요', 코멘트, 팔로워 수 등에 사로잡혀 있었다""고 고백해 저마다 힘든 시간을 겪었을 관객을 위로했다. 라우브는 이날 한국 관객의 뜨거운 호응에 한껏 신났는지, 유별난 팬 서비스도 보여줬다. 그는 공연 도중 무대 아래로 내려가 관객을 두 팔로 안아주는 '깜짝' 퍼포먼스도 선보여 박수갈채를 받았다. 또 아예 1층 객석 한가운데로 돌진한 뒤 관객 한 가운데에서 노래해 환호를 끌어냈다. 몸에 '맛살♡'이라고 새긴 한글 문신도 보여주는 등 한국 사랑도 숨기지 않았다. 그는 앙코르 무대로 '네버 낫'(Never Not)과 '아이 라이크 미 베터'(I Like Me Better)를 선보이고 무대를 내려갔다. ""저는 오늘 매우 큰 사랑을 느꼈어요. 이곳 무대에 설 수 있어 매우 감사했습니다."" ",연예,10
2023.08.29.,"여자축구 현대제철, 정규리그 최종전서 1위로 도약","김동찬 기자 = 여자 실업축구 WK리그 11연패에 도전하는 인천 현대제철이 정규리그 마지막 경기에서 극적으로 1위를 차지했다. 현대제철은 29일 인천 남동아시아드 경기장에서 열린 현대제철 2023 WK리그 21라운드 서울시청과 경기에서 6-0으로 크게 이겼다. 이날 경기 전까지 승점 39로 3위였던 현대제철은 13승 3무 5패, 승점 42를 기록해 1위로 정규리그를 마쳤다. 1, 2위였던 화천 KSPO와 수원FC 위민의 맞대결에서 두 팀이 2-2 무승부로 경기를 마쳐 KSPO는 승점 41(12승 5무 4패), 수원FC 위민은 승점 40(12승 4무 5패)이 됐다. 현대제철은 정설빈과 장슬기가 2골씩 몰아치며 서울시청에 6골 차 대승을 거뒀다. 여자축구 WK리그 2023시즌 정규리그는 9월 3일 세종 스포츠토토와 창녕WFC의 경기로 막을 내린다. 이후 11월에 정규리그 2위와 3위인 KSPO와 수원FC 위민이 단판 승부로 플레이오프를 치르고, 이긴 팀이 정규리그 1위 현대제철과 홈 앤드 어웨이 방식의 챔피언결정전을 벌인다. [29일 전적] 인천 현대제철 6(1-0 5-0)0 서울시청 △ 득점= 장슬기(전47분·후11분) 정설빈(후3분·후5분) 손화연(후10분) 최유리(후41분·이상 현대제철)경주한국수력원자력 2(1-1 1-1)2 문경 상무 △ 득점= 노진영(전39분·자책골) 최다경(전44분) 권하늘(후50분·이상 상무) 이소담(후6분·한국수력원자력)수원FC 위민 2(2-1 0-1)2 화천 KSPO △ 득점= 문은주(전23분) 이수빈(후23분·이상 KSPO) 문미라(전27분·전44분·수원FC 위민) ",스포츠,5
2023.08.29.,중국 축구계 부패척결 계속…슈퍼리그 주관사 회장 낙마,"(베이징=연합뉴스) 한종구 특파원 = 중국 축구계 비리 척결을 위한 고강도 사정 작업이 계속되는 가운데 축구계 거물급 인사가 또 낙마했다. 29일 베이징청년보에 따르면 중국축구협회는 이날 전체 간부회의를 열어 프로축구 슈퍼리그를 주관하는 중차오롄 유한공사의 류쥔 회장이 관련 부서에 연행돼 조사받고 있다고 밝혔다. 그의 혐의는 공개되지 않았지만, 통상 조사 대상에 오르면 부패에 연루된 경우가 많으며 조사 이후 사법기관으로 이송돼 사법 처리되는 수순을 밟는다. 작년부터 승부 조작 등 축구계에 만연한 부패 척결을 위한 고강도 사정 태풍이 부는 가운데 류 회장도 관련 비리에 연루됐을 것이라는 관측이 나온다. 류 회장은 지난해 11월 심각한 위법 혐의로 체포된 리톄 중국 축구 국가대표팀 감독 이후 14번째 낙마한 축구계의 거물급 인사다. ",세계,1
